196950,2,-0.21582,-0.41748,0.882324,-0.97561,2.926829,0.548781
196950,3,-0.937785,0.272518,-0.07359,-0.202183,,
196960,2,-0.213867,-0.403809,0.864258,-0.792683,1.95122,0.182927
196960,3,-0.937756,0.272594,-0.073757,-0.202156,,
196970,2,-0.210938,-0.407227,0.86377,-0.914634,1.95122,0.365854
196970,3,-0.937729,0.272656,-0.073909,-0.202141,,
196980,2,-0.219238,-0.398438,0.865234,-0.97561,1.707317,0.548781
196980,3,-0.937691,0.272735,-0.074056,-0.202154,,
196990,2,-0.209473,-0.396973,0.862793,-1.158537,1.036585,0.97561
196990,3,-0.937652,0.272802,-0.074166,-0.202207,,
197000,2,-0.212402,-0.414551,0.871582,-1.463415,0.914634,1.341463
197000,3,-0.937599,0.272889,-0.074255,-0.2023,,
197010,2,-0.209961,-0.39209,0.873535,-1.463415,0.609756,1.341463
197010,3,-0.937548,0.272971,-0.074323,-0.202401,,
197020,2,-0.212891,-0.396973,0.867676,-1.52439,0.182927,1.341463
197020,3,-0.937499,0.273045,-0.074355,-0.202518,,
197030,2,-0.204102,-0.396973,0.884277,-1.463415,0,1.402439
197030,3,-0.937451,0.273114,-0.074365,-0.202644,,
197040,2,-0.208496,-0.40332,0.871582,-1.646341,-0.060976,1.707317
197040,3,-0.937397,0.273187,-0.074374,-0.202793,,
197050,2,-0.196777,-0.401367,0.867188,-1.707317,-0.243902,1.890244
197050,3,-0.937338,0.273264,-0.074373,-0.202959,,
197060,2,-0.210449,-0.404785,0.865234,-1.768293,-0.365854,2.012195
197060,3,-0.937275,0.273342,-0.074357,-0.203151,,
197070,2,-0.195312,-0.399902,0.847168,-2.073171,-0.365854,1.707317
197070,3,-0.937209,0.273446,-0.074334,-0.203324,,
197080,2,-0.201172,-0.408203,0.853516,-2.256098,-0.487805,1.402439
197080,3,-0.937143,0.273572,-0.07429,-0.203474,,
197090,2,-0.189941,-0.407715,0.865234,-2.317073,-0.609756,1.219512
197090,3,-0.937081,0.273703,-0.074226,-0.203609,,
197100,2,-0.200684,-0.410645,0.867188,-2.317073,-0.304878,1.097561
197100,3,-0.937022,0.273833,-0.074177,-0.203725,,
197110,2,-0.188965,-0.409668,0.864258,-2.256098,-0.426829,0.914634
197110,3,-0.936966,0.273962,-0.07412,-0.203829,,
197120,2,-0.192871,-0.401367,0.865723,-1.95122,-0.609756,0.731707
197120,3,-0.936919,0.274071,-0.074048,-0.203923,,
197130,2,-0.200684,-0.414062,0.869141,-1.646341,-0.670732,0.548781
197130,3,-0.936882,0.274162,-0.073971,-0.204,,
197140,2,-0.199219,-0.41748,0.871582,-1.341463,-0.731707,0.121951
197140,3,-0.93686,0.274225,-0.073888,-0.204046,,
197150,2,-0.190918,-0.415039,0.87793,-1.158537,-0.609756,-0.121951
197150,3,-0.936848,0.274272,-0.073807,-0.204066,,
197160,2,-0.197754,-0.421875,0.874023,-0.853659,-0.670732,-0.487805
197160,3,-0.936851,0.274297,-0.073721,-0.20405,,
197170,2,-0.192383,-0.424316,0.871582,-0.548781,-0.609756,-0.914634
197170,3,-0.936867,0.274302,-0.073626,-0.204003,,
197180,2,-0.199707,-0.422363,0.876465,-0.121951,-0.731707,-1.402439
197180,3,-0.9369,0.274278,-0.073523,-0.203921,,
197190,2,-0.198242,-0.432129,0.881348,-0.060976,-0.426829,-1.463415
197190,3,-0.936942,0.27424,-0.073435,-0.203814,,
197200,2,-0.208984,-0.420898,0.894531,0.304878,-0.548781,-1.463415
197200,3,-0.936987,0.274188,-0.073355,-0.203706,,
197210,2,-0.21875,-0.42627,0.900391,0.426829,-0.670732,-1.219512
197210,3,-0.937038,0.274103,-0.073276,-0.203611,,
197220,2,-0.221191,-0.42627,0.881836,0.731707,-0.426829,-0.609756
197220,3,-0.937085,0.274003,-0.073225,-0.203551,,
197230,2,-0.216309,-0.42627,0.886719,0.97561,-0.609756,0.670732
197230,3,-0.937116,0.27387,-0.073208,-0.203593,,
197240,2,-0.229492,-0.428223,0.893555,1.097561,-0.548781,0.97561
197240,3,-0.937142,0.273719,-0.073198,-0.20368,,
197250,2,-0.21875,-0.430176,0.881836,1.158537,-0.304878,1.463415
197250,3,-0.937158,0.273568,-0.073222,-0.203797,,
197260,2,-0.215332,-0.423828,0.890137,1.341463,-0.182927,1.890244
197260,3,-0.937168,0.273406,-0.073266,-0.203953,,
197270,2,-0.224121,-0.422363,0.897949,1.097561,-0.365854,2.256098
197270,3,-0.937171,0.273245,-0.073309,-0.204139,,
197280,2,-0.197754,-0.416504,0.872559,0.731707,-0.426829,2.378049
197280,3,-0.937165,0.273109,-0.073347,-0.204336,,
197290,2,-0.206543,-0.424805,0.881348,0.609756,-0.365854,2.134146
197290,3,-0.937157,0.27299,-0.073372,-0.204523,,
197300,2,-0.196777,-0.409668,0.876465,0,-0.487805,2.012195
197300,3,-0.937139,0.272921,-0.073377,-0.204698,,
197310,2,-0.206055,-0.411133,0.858887,-0.609756,-0.548781,1.890244
197310,3,-0.93711,0.272892,-0.073365,-0.204871,,
197320,2,-0.194336,-0.411621,0.870605,-0.914634,-0.426829,2.012195
197320,3,-0.937067,0.272905,-0.073357,-0.205053,,
197330,2,-0.205078,-0.416992,0.852051,-1.463415,-0.243902,2.134146
197330,3,-0.937012,0.272954,-0.073356,-0.205241,,
197340,2,-0.202148,-0.41748,0.87793,-1.646341,0,2.073171
197340,3,-0.936945,0.27304,-0.073373,-0.205423,,
197350,2,-0.210449,-0.411621,0.872559,-2.317073,-0.243902,2.073171
197350,3,-0.936869,0.27316,-0.073371,-0.205614,,
197360,2,-0.217285,-0.416992,0.872559,-2.560976,-0.243902,2.012195
197360,3,-0.936785,0.273307,-0.073361,-0.205805,,
197370,2,-0.213867,-0.407227,0.874023,-2.743902,-0.182927,2.012195
197370,3,-0.936695,0.273475,-0.07335,-0.205994,,
197380,2,-0.210938,-0.411133,0.867188,-3.109756,-0.548781,2.012195
197380,3,-0.936604,0.273657,-0.073303,-0.206184,,
197390,2,-0.210449,-0.407715,0.864746,-3.109756,-0.731707,1.768293
197390,3,-0.936513,0.273849,-0.073236,-0.206366,,
197400,2,-0.216309,-0.407715,0.879883,-3.353659,-1.280488,1.646341
197400,3,-0.936421,0.27405,-0.07313,-0.206553,,
197410,2,-0.210449,-0.414062,0.853027,-3.353659,-1.463415,1.52439
197410,3,-0.936332,0.27425,-0.072993,-0.206738,,
197414,1,-0.185792,51.348946,108.987999,,,
197420,2,-0.219727,-0.411621,0.865234,-3.536585,-1.768293,1.219512
197420,3,-0.936247,0.274459,-0.072822,-0.206909,,
197430,2,-0.205566,-0.410645,0.858887,-3.414634,-2.012195,1.219512
197430,3,-0.936167,0.274652,-0.072626,-0.207081,,
197440,2,-0.208008,-0.416992,0.862793,-3.292683,-1.890244,1.341463
197440,3,-0.936086,0.27484,-0.072445,-0.207261,,
197450,2,-0.20459,-0.411133,0.862793,-3.292683,-2.073171,1.463415
197450,3,-0.936003,0.275026,-0.072255,-0.207456,,
197460,2,-0.20166,-0.418457,0.882324,-3.109756,-2.012195,1.341463
197460,3,-0.935926,0.275198,-0.072068,-0.20764,,
197470,2,-0.196289,-0.422363,0.865234,-3.04878,-1.768293,1.341463
197470,3,-0.93585,0.275369,-0.071893,-0.207816,,
197480,2,-0.200195,-0.418457,0.884766,-2.804878,-1.585366,1.219512
197480,3,-0.935779,0.27553,-0.071735,-0.207976,,
197490,2,-0.184082,-0.428223,0.884277,-2.378049,-1.463415,0.914634
197490,3,-0.935722,0.275662,-0.071593,-0.20811,,
197500,2,-0.188477,-0.427246,0.880371,-2.195122,-1.341463,0.792683
197500,3,-0.935674,0.275774,-0.071447,-0.208226,,
197510,2,-0.187012,-0.42041,0.871094,-1.829268,-1.341463,0.548781
197510,3,-0.935638,0.27586,-0.071304,-0.208323,,
197520,2,-0.190918,-0.418457,0.865723,-1.585366,-1.036585,0.487805
197520,3,-0.93561,0.275927,-0.071186,-0.208399,,
197530,2,-0.193848,-0.424805,0.875,-1.463415,-0.365854,0.670732
197530,3,-0.935579,0.275995,-0.071119,-0.208471,,
197540,2,-0.196289,-0.421387,0.867676,-1.097561,0,0.731707
197540,3,-0.93555,0.27605,-0.071103,-0.208537,,
197550,2,-0.203613,-0.424316,0.869141,-1.036585,0.365854,0.792683
197550,3,-0.935516,0.27611,-0.071119,-0.208604,,
197560,2,-0.196777,-0.422852,0.865723,-1.036585,0.365854,1.097561
197560,3,-0.935478,0.27617,-0.071148,-0.208686,,
197570,2,-0.20459,-0.41748,0.875977,-0.853659,0.487805,0.97561
197570,3,-0.935443,0.276216,-0.071192,-0.208767,,
197580,2,-0.202637,-0.416016,0.879395,-0.792683,0.243902,0.792683
197580,3,-0.935418,0.276244,-0.071222,-0.20883,,
197590,2,-0.21875,-0.428223,0.875977,-0.548781,0.243902,1.158537
197590,3,-0.935392,0.276255,-0.071262,-0.20892,,
197600,2,-0.223145,-0.422363,0.863281,-0.304878,0.243902,1.341463
197600,3,-0.935366,0.27625,-0.071311,-0.209022,,
197609,2,-0.215332,-0.429688,0.865234,-0.243902,-0.182927,1.52439
197610,3,-0.935342,0.27623,-0.071337,-0.209148,,
197619,2,-0.217773,-0.421875,0.870605,-0.182927,-0.365854,1.402439
197620,3,-0.935319,0.276203,-0.071348,-0.209283,,
197629,2,-0.214355,-0.420898,0.861328,-0.182927,-0.670732,1.402439
197629,3,-0.935304,0.276155,-0.071334,-0.209418,,
197639,2,-0.22168,-0.417969,0.866211,-0.121951,-0.792683,1.402439
197639,3,-0.935288,0.276113,-0.071308,-0.209556,,
197649,2,-0.219238,-0.417969,0.858887,-0.426829,-0.792683,1.463415
197649,3,-0.935269,0.276075,-0.071274,-0.209699,,
197659,2,-0.21875,-0.415039,0.864258,-0.487805,-0.914634,1.646341
197659,3,-0.935242,0.276053,-0.071245,-0.209859,,
197669,2,-0.214844,-0.418457,0.882812,-0.426829,-1.341463,1.646341
197669,3,-0.935222,0.276014,-0.07118,-0.210022,,
197679,2,-0.216309,-0.421387,0.870117,-0.426829,-1.402439,1.646341
197679,3,-0.9352,0.275976,-0.071104,-0.210195,,
197689,2,-0.211914,-0.413574,0.874023,-0.548781,-1.52439,1.707317
197689,3,-0.935175,0.275945,-0.071018,-0.210378,,
197699,2,-0.212402,-0.412109,0.867676,-0.731707,-1.768293,1.646341
197699,3,-0.93515,0.275916,-0.070907,-0.210564,,
197709,2,-0.200195,-0.402832,0.877441,-0.914634,-1.341463,1.829268
197709,3,-0.935118,0.275904,-0.070822,-0.210751,,
197719,2,-0.200684,-0.417969,0.872559,-1.036585,-1.097561,1.768293
197719,3,-0.93508,0.275906,-0.070753,-0.210939,,
197729,2,-0.201172,-0.416992,0.882324,-1.463415,-1.158537,1.646341
197729,3,-0.935035,0.275943,-0.070676,-0.211114,,
197739,2,-0.200195,-0.414062,0.884766,-1.280488,-1.097561,1.219512
197739,3,-0.934998,0.275981,-0.070582,-0.211263,,
197749,2,-0.20459,-0.412598,0.875977,-1.402439,-1.280488,0.97561
197749,3,-0.934967,0.276019,-0.070476,-0.211384,,
197759,2,-0.204102,-0.413574,0.867188,-1.280488,-1.158537,0.97561
197759,3,-0.934937,0.276054,-0.070378,-0.211504,,
197769,2,-0.204102,-0.411133,0.865234,-1.097561,-1.158537,0.731707
197769,3,-0.934914,0.276081,-0.070284,-0.211604,,
197779,2,-0.197266,-0.405762,0.874512,-0.853659,-0.731707,0.670732
197779,3,-0.934895,0.276098,-0.070209,-0.211687,,
197789,2,-0.19873,-0.410645,0.870117,-0.853659,-0.365854,0.670732
197789,3,-0.934879,0.276111,-0.07017,-0.211754,,
197799,2,-0.208008,-0.415527,0.865234,-0.609756,0,0.426829
197799,3,-0.934865,0.276121,-0.070159,-0.211806,,
197809,2,-0.20459,-0.424316,0.871582,-0.670732,-0.365854,-0.243902
197809,3,-0.934864,0.27613,-0.070125,-0.211814,,
197819,2,-0.205566,-0.427246,0.86084,-0.548781,-0.853659,-0.853659
197819,3,-0.934877,0.276133,-0.070035,-0.211781,,
197829,2,-0.20752,-0.418945,0.866211,-0.304878,-0.914634,-1.097561
197829,3,-0.934902,0.276119,-0.06993,-0.211723,,
197839,2,-0.200684,-0.418945,0.849121,-0.121951,-1.219512,-1.341463
197839,3,-0.93494,0.27608,-0.069802,-0.211647,,
197849,2,-0.199707,-0.415527,0.862793,-0.060976,-1.280488,-1.463415
197849,3,-0.934982,0.276038,-0.069655,-0.211565,,
197859,2,-0.220215,-0.426758,0.870117,0.121951,-1.219512,-1.463415
197859,3,-0.935031,0.275968,-0.069521,-0.211483,,
197869,2,-0.21582,-0.418945,0.853027,0.060976,-1.585366,-1.768293
197869,3,-0.935083,0.275908,-0.069354,-0.211386,,
197879,2,-0.216309,-0.416992,0.872559,-0.121951,-1.646341,-1.585366
197879,3,-0.935133,0.275855,-0.06918,-0.211294,,
197889,2,-0.212891,-0.422363,0.876953,-0.365854,-1.768293,-1.52439
197889,3,-0.935176,0.275811,-0.069001,-0.211217,,
197899,2,-0.212402,-0.422363,0.875977,-0.487805,-2.012195,-1.463415
197899,3,-0.935213,0.275787,-0.068806,-0.21115,,
197909,2,-0.223145,-0.412598,0.875488,-0.609756,-1.890244,-1.158537
197909,3,-0.935243,0.275772,-0.068611,-0.211099,,
197919,2,-0.211426,-0.416016,0.870117,-0.731707,-2.195122,-1.219512
197919,3,-0.935272,0.275757,-0.068399,-0.211061,,
197929,2,-0.217285,-0.424805,0.86084,-0.97561,-2.378049,-1.219512
197929,3,-0.935297,0.275754,-0.068167,-0.211029,,
197939,2,-0.215332,-0.424316,0.865234,-1.280488,-2.926829,-1.341463
197939,3,-0.935318,0.275772,-0.067888,-0.211,,
197949,2,-0.216309,-0.418945,0.861328,-1.219512,-3.231707,-1.585366
197949,3,-0.935346,0.275784,-0.067572,-0.210964,,
197959,2,-0.20752,-0.423828,0.859863,-2.134146,-3.231707,-1.890244
197959,3,-0.935363,0.275848,-0.067239,-0.210908,,
197969,2,-0.215332,-0.424316,0.874512,-1.95122,-2.378049,-2.256098
197969,3,-0.935379,0.275946,-0.066939,-0.210806,,
197979,2,-0.20752,-0.427734,0.859863,-1.95122,-1.646341,-1.829268
197979,3,-0.935388,0.276045,-0.06672,-0.210708,,
197989,2,-0.203613,-0.438965,0.879883,-2.012195,-1.829268,-1.768293
197989,3,-0.935392,0.276147,-0.066509,-0.210621,,
197999,2,-0.212402,-0.418945,0.883301,-1.829268,-2.378049,-2.134146
197999,3,-0.935407,0.276234,-0.066248,-0.210522,,
198009,2,-0.206543,-0.416504,0.863281,-2.012195,-2.804878,-2.256098
198009,3,-0.935427,0.276318,-0.065941,-0.210418,,
198019,2,-0.19873,-0.416504,0.869141,-2.012195,-2.926829,-2.682927
198019,3,-0.935454,0.276409,-0.065598,-0.210289,,
198029,2,-0.200195,-0.416504,0.872559,-2.5,-2.987805,-3.109756
198029,3,-0.935481,0.276522,-0.065236,-0.210131,,
198039,2,-0.211426,-0.409668,0.867188,-2.682927,-2.743902,-3.353659
198039,3,-0.935508,0.276656,-0.064877,-0.209946,,
198049,2,-0.1875,-0.417969,0.88623,-3.109756,-3.414634,-3.902439
198049,3,-0.935533,0.276817,-0.064473,-0.209746,,
198059,2,-0.187012,-0.419434,0.869629,-3.841464,-2.987805,-5.182927
198059,3,-0.935568,0.277026,-0.064024,-0.209453,,
198069,2,-0.188477,-0.427734,0.87793,-4.02439,-2.987805,-5.426829
198069,3,-0.935593,0.277301,-0.063581,-0.209108,,
