65138,2,-0.056396,0.012512,1.041809,-1.976013,-0.328064,-1.541138,19.317766,204.768326,101.740234
65142,2,-0.054443,0.011719,1.046753,-1.319885,-0.160217,-1.968384,19.317766,204.768326,101.740234
65148,2,-0.053772,0.011353,1.054504,-1.182556,-0.129700,-2.288818,14.166362,204.768326,96.588829
65152,2,-0.055969,0.008545,1.056946,-1.457214,-0.335693,-2.571106,14.166362,204.768326,96.588829
65158,2,-0.056946,0.010071,1.054504,-1.930237,-0.892639,-3.028870,21.893469,204.768326,101.740234
65162,2,-0.060059,0.011719,1.039856,-1.228333,-1.419067,-3.746033,21.893469,204.768326,101.740234
65168,2,-0.063599,0.011292,1.028809,0.221252,-1.396179,-4.409790,20.605618,206.056183,97.876686
65172,2,-0.068970,0.015991,1.027527,0.968933,-0.808716,-4.730225,20.605618,206.056183,97.876686
65178,2,-0.069580,0.020264,1.034851,1.213074,0.289917,-5.020142,21.893469,207.344025,104.315941
65182,2,-0.068604,0.029602,1.043762,0.885010,0.991821,-5.195618,21.893469,207.344025,104.315941
65188,2,-0.067322,0.034607,1.053223,0.694275,1.106262,-5.157471,16.742064,199.616913,101.740234
65192,2,-0.066101,0.035339,1.063416,0.656128,0.465393,-4.699707,16.742064,199.616913,101.740234
65198,2,-0.063538,0.029724,1.066895,0.511169,-0.267029,-4.264832,19.317766,207.344025,101.740234
65202,2,-0.062988,0.021057,1.069031,0.389099,-0.907898,-4.272461,19.317766,207.344025,101.740234
65208,2,-0.060730,0.012573,1.069641,0.106812,-1.708984,-4.425049,30.908426,203.480469,97.876686
65212,2,-0.061523,0.009827,1.060608,-1.068115,-2.861023,-4.287720,30.908426,203.480469,97.876686
65218,2,-0.063660,0.010742,1.046143,-2.822876,-3.982544,-4.112244,20.605618,211.207581,92.725281
65222,2,-0.069031,0.010803,1.027283,-4.020691,-4.638672,-4.127502,20.605618,211.207581,92.725281
65228,2,-0.074402,0.010803,1.012878,-4.066467,-4.638672,-4.455566,36.059830,195.753372,95.300980
65232,2,-0.074890,0.011841,1.004150,-3.540039,-3.890991,-4.882812,36.059830,195.753372,95.300980
65238,2,-0.076355,0.016296,1.011536,-3.089905,-2.883911,-5.340576,19.317766,199.616913,96.588829
65242,2,-0.076660,0.022278,1.014893,-2.876282,-1.899719,-5.470276,19.317766,199.616913,96.588829
65248,2,-0.081360,0.025696,1.021423,-2.754211,-1.289368,-5.348206,20.605618,200.904770,97.876686
65252,2,-0.080566,0.025635,1.026062,-2.815247,-0.846863,-4.875183,20.605618,200.904770,97.876686
65258,2,-0.079529,0.030029,1.033081,-2.838135,-0.602722,-4.570007,27.044872,199.616913,99.164536
65262,2,-0.078247,0.029907,1.040161,-2.388000,-0.343323,-4.280090,27.044872,199.616913,99.164536
65268,2,-0.078613,0.029846,1.049805,-2.029419,-0.259399,-3.799438,23.181320,200.904770,97.876686
65272,2,-0.081055,0.029724,1.047791,-2.204895,-0.419617,-3.067017,23.181320,200.904770,97.876686
65278,2,-0.081787,0.028687,1.046753,-2.197266,-0.747681,-2.532959,21.893469,207.344025,101.740234
65282,2,-0.082947,0.027710,1.043884,-1.258850,-0.885010,-2.342224,21.893469,207.344025,101.740234
65288,2,-0.084900,0.023621,1.040222,-0.030518,-0.732422,-1.930237,18.029915,206.056183,100.452385
65292,2,-0.085388,0.017517,1.032043,0.694275,-0.404358,-1.464844,18.029915,206.056183,100.452385
65298,2,-0.085876,0.014404,1.035400,1.197815,0.091553,-1.098633,24.469172,199.616913,94.013130
65302,2,-0.081421,0.012756,1.040283,1.296997,0.610352,-1.014709,24.469172,199.616913,94.013130
65308,2,-0.077026,0.011780,1.049316,1.296997,1.014709,-0.915527,25.757023,198.329071,97.876686
